FB_Id,CERT,ReportingDate,BankName,CITY,COUNTY,STATE,TotalOffices,TotalEmployees,TotalAssets,NetLoansLeases,NoncurrentLloansLeases,BankPremisesFixedAssets,GoodwillOtherIntangibles,TotalLiabilities,TotalDeposits,InterestBearingDeposits,BankEquityCapital,UndividedProfits,NumberCommercialBanks,NetInterestMargin,PrimeLoanRate,FederalFundsRate,GDPPerCapita,GDPGrowthPerCapitaQuarterToQuarter,GDPInBillions,GDPGrowthQuarterToQuarter,ClosingDate, Failure,
235,23181,23/07/10,home valley bank,Cave Junction,Josephine,OR,5,83,339929,213319,55717,5604,0,336620,324403,292168,3309,-21191,6297,3.55,3.25,0.07,49719,0.029314949,15021.149,0.002107734,23/07/10,1,
236,57928,16/11/12,hometown community bank,Braselton,Jackson,GA,1,15,48000,32585,4136,730,186,47389,47012,38440,611,-15152,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,16/11/12,1,
237,35061,10/9/2010,horizon bank,Bradenton,Manatee,FL,4,46,194618,152496,31728,5884,79,191753,162627,152989,2865,2865,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,10/9/2010,1,
238,9744,26/06/09,horizon bank,Pine City,Pine,MN,4,25,74808,47880,5743,690,0,75200,74896,65078,-392,-3112,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,26/06/09,1,
239,22977,8/1/2010,horizon bank,Bellingham,Whatcom,WA,7,89,255920,154479,8278,1430,1318,253821,190615,180859,2099,-49014,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,8/1/2010,1,
240,1971,7/3/2008,hume bank,Hume,Bates,MO,71,764,2824737,1928620,444173,31689,22584,2745139,2185817,1998346,79598,-194800,6570,3.73,3.25,0.18,48303,0.029256339,14845.458,0.006749319,7/3/2008,1,
241,32456,9/7/2010,ideal federal savings bank,Baltimore,Baltimore City,MD,5,121,1113361,868290,97597,4004,96,1096166,951106,842118,17195,-35504,6978,3.26,3.25,0.22,46930,-0.028967515,14375.018,-0.013855197,9/7/2010,1,
242,26348,18/12/09,imperial capital bank,La Jolla,San Diego,CA,15,355,2166431,1234396,326404,21173,560,2157035,1547403,1516691,9396,-107432,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,18/12/09,1,
243,31623,20/08/10,imperial savings and loan association,Martinsville,Martinsville City,VA,5,69,300590,192835,24279,10538,0,291540,264286,250491,9050,-7035,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,20/08/10,1,
244,20203,4/9/2009,inbank,Oak Forest,Cook,IL,2,31,135064,80264,9017,1756,112,132771,128573,122890,2293,-15380,6359,3.54,3.25,0.1,49719,0.029314949,14989.555,0.007274498,4/9/2009,1,
245,26820,18/12/09,independent bankers' bank,Springfield,Sangamon,IL,2,22,114113,69610,5769,4533,0,111003,108499,102878,3110,-8916,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,18/12/09,1,
246,27344,20/08/10,independent national bank,Ocala,Marion,FL,4,54,413673,282973,124704,9938,0,399946,395310,373774,13727,4571,6623,3.77,3.25,0.16,48303,0.029256339,14745.933,0.009660356,20/08/10,1,
247,23876,16/04/10,innovative bank,Oakland,Alameda,CA,16,145,741855,526830,109588,28988,2096,732270,707643,664090,9585,-75390,6297,3.55,3.25,0.09,49719,0.029314949,15021.149,0.002107734,16/04/10,1,
248,4392,29/07/11,integra bank national association,Evansville,Vanderburgh,IN,14,191,717806,553953,17771,30276,2782,728891,446192,399927,-11085,-57643,6623,3.77,3.25,0.16,48303,0.029256339,14745.933,0.009660356,29/07/11,1,
249,57604,31/07/09,integrity bank,Jupiter,Palm Beach,FL,2,8,31996,20655,408,1415,0,32096,31969,28001,-100,-9260,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,31/07/09,1,
250,35469,29/08/08,integrity bank,Alpharetta,Fulton,GA,52,706,3250734,2553739,673403,46932,251,3234459,2846886,2523386,16275,-83752,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,29/08/08,1,
251,31495,27/04/12,"inter savings bank, fsb D/B/A InterBank, fsb",Maple Grove,Hennepin,MN,2,28,248151,138319,35197,5009,0,244183,242831,235759,3968,-22633,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,27/04/12,1,
252,10100,18/09/09,irwin union bank and trust company,Columbus,Bartholomew,IN,17,210,954106,551122,92544,36626,3906,936020,818670,791541,18086,-105172,6297,3.55,3.25,0.1,51388,0.033568656,15021.149,0.002107734,18/09/09,1,
253,57068,18/09/09,"irwin union bank, F.S.B.",Louisville,Bartholomew,KY,8,83,360662,249519,58026,4011,0,355990,353943,318386,4672,-22978,6570,3.73,3.25,0.18,48303,0.029256339,14845.458,0.006749319, 18/09/09,1,
254,57107,17/09/10,isn bank,Cherry Hill,Camden,NJ,2,29,98624,68311,11661,1144,0,97096,92641,83960,1528,-11966,6297,3.55,3.25,0.07,49719,0.029314949,15021.149,0.002107734,17/09/10,1,
255,16240,27/07/12,jasper banking company,Jasper,Pickens,GA,4,48,203955,128689,27858,9759,0,206309,190182,175246,-2354,-24372,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,27/07/12,1,
256,11416,2/10/2009,jennings state bank,Spring Grove,Houston,MN,5,36,252744,217114,16885,482,0,250174,213550,202415,2571,-29537,6402,3.56,3.25,0.18,49719,0.029314949,14881.301,-0.003862373,2/10/2009,1,
257,12093,2/7/2009,john warner bank,Clinton,Dewitt,IL,16,210,714574,557037,44464,22606,14,698787,692670,625524,15787,2815,6570,3.73,3.25,0.19,49719,0.029314949,14845.458,0.006749319,2/7/2009,1,
258,31263,5/11/2010,k bank,Randallstown,Baltimore,MD,2,17,65498,50936,12255,5276,0,65076,64798,60971,422,-13178,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,5/11/2010,1,
259,34684,26/03/10,key west bank,Key West,Monroe,FL,4,40,212616,154129,34044,3721,0,207356,190070,178804,5260,-9933,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,26/03/10,1,
260,32423,19/02/10,"la jolla bank, FSB",La Jolla,San Diego,CA,1,64,585508,136734,5629,2588,0,564407,511473,173706,21101,-16999,6719,3.83,3.25,0.11,48303,0.029256339,14604.845,0.004328457, 19/02/10,1,
261,34878,16/04/10,lakeside community bank,Sterling Heights,Macomb,MI,3,34,232648,152068,40290,1356,0,230996,209737,200241,1652,-30703,6297,3.55,3.25,0.1,51388,0.033568656,15021.149,0.002107734,16/04/10,1,
262,35244,22/07/11,landmark bank of florida,Sarasota,Sarasota,FL,2,23,268703,144858,52669,6285,0,263203,198953,188573,5500,-15920,6164,3.41,3.25,0.14,51388,0.033568656,15362.415,0.004668095,22/07/11,1,
263,57820,7/1/2011,legacy bank,Scottsdale,Maricopa,AZ,2,20,116890,67539,16404,6368,0,114994,114748,105862,1896,-15097,6110,3.39,3.25,0.13,52726,0.026037207,15380.802,0.001196882,7/1/2011,1,
264,34818,11/3/2011,legacy bank,Milwaukee,Milwaukee,WI,2,54,212718,176101,38009,176,0,210122,209285,181196,2596,-15001,6855,3.37,3.25,0.21,46930,-0.028967515,14402.477,0.003268351,11/3/2011,1,
265,31964,30/07/10,libertybank,Eugene,Lane,OR,6,78,492491,330021,51680,4252,1333,480480,479759,441743,12011,-55374,6570,3.73,3.25,0.18,48303,0.029256339,14845.458,0.006749319,30/07/10,1,
266,58071,11/3/2010,libertypointe bank,New York,New York,NY,1,10,53936,22549,68,791,0,49707,49275,42096,4229,3329,6623,3.77,3.25,0.16,48303,0.029256339,14745.933,0.009660356,11/3/2010,1,
267,30600,23/04/10,lincoln park savings bank,Chicago,Cook,IL,7,116,538258,402827,75657,5564,0,531517,500056,479115,6741,-19019,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,23/04/10,1,
268,32165,20/08/10,los padres bank,Solvang,Santa Barbara,CA,12,120,329246,228844,21414,11287,1,326889,287443,277018,2357,-13689,6719,3.83,3.25,0.13,48303,0.029256339,14604.845,0.004328457,20/08/10,1,
269,35356,19/08/11,lydian private bank,Palm Beach,Palm Beach,FL,17,180,2319263,1591894,101248,25807,55696,2152612,1757986,1730215,166651,-61124,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,19/08/11,1,
270,33782,30/10/09,madisonville state bank,Madisonville,Madison,TX,2,41,211711,153318,13263,12950,159,203596,198487,186716,8115,-9321,6623,3.77,3.25,0.16,48303,0.029256339,14745.933,0.009660356,30/10/09,1,
271,58001,30/01/09,magnetbank,Salt Lake City,Salt Lake,UT,1,18,51553,33707,2712,184,0,51442,45149,33754,111,-6351,6110,3.39,3.25,0.16,51388,0.033568656,15380.802,0.001196882,30/01/09,1,
272,57654,10/10/2008,main street bank,Northville,Wayne,MI,42,277,1280964,932016,126082,65833,262,1258785,1239630,1020195,22179,-102997,6238,3.53,3.25,0.08,51388,0.033568656,15190.255,0.011257861,10/10/2008,1,
273,1909,28/08/09,mainstreet bank,Forest Lake,Washington,MN,1,6,17028,10318,572,676,0,18163,18092,17799,-1135,-3615,6570,3.73,3.25,0.18,48303,0.029256339,14845.458,0.006749319,28/08/09,1,
274,28136,16/07/10,"mainstreet savings bank, FSB",Hastings,Barry,MI,9,105,489019,298863,38220,5054,0,478861,474742,431366,10158,-25456,6570,3.73,3.25,0.19,49719,0.029314949,14845.458,0.006749319, 16/07/10,1,
275,57586,19/02/10,marco community bank,Marco Island,Collier,FL,2,17,136446,95087,3388,1883,0,134307,119685,99718,2139,-19261,6402,3.56,3.25,0.17,49719,0.029314949,14881.301,-0.003862373,19/02/10,1,
276,28612,17/09/10,maritime savings bank,West Allis,Milwaukee,WI,10,147,1211431,812400,89823,5043,94,1203223,905593,881766,8208,-40404,6785,3.47,3.25,0.15,48303,0.029256339,14541.901,0.009680557,17/09/10,1,
277,16133,29/01/10,"marshall bank, N.A.",Hallock,Kittson,MN,12,129,402205,257591,40600,19032,0,389665,367228,323731,12540,2670,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119, 29/01/10,1,
278,57399,26/03/10,mcintosh commercial bank,Carrollton,Carroll,GA,1,13,55707,42637,161,3091,45,56392,56145,54276,-685,-10045,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,26/03/10,1,
279,19237,17/06/11,mcintosh state bank,Jackson,Butts,GA,2,20,66282,37113,13204,4493,0,72656,65439,57569,-6373,-24977,6359,3.54,3.25,0.09,49719,0.029314949,14989.555,0.007274498,17/06/11,1,
280,13789,10/10/2008,meridian bank,Eldred,Greene,IL,46,659,5089260,3394091,534178,44062,90742,4914139,3692887,3428760,175121,-374219,7022,3.15,4,0.39,46930,-0.028967515,14576.985,-0.021129838,10/10/2008,1,
281,25172,16/07/10,metro bank of dade county,Miami,Miami-Dade,FL,1,26,262093,203768,63052,3025,16,270452,253992,247173,-8359,-33145,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,16/07/10,1,
282,57893,26/06/09,metropacific bank,Irvine,Orange,CA,8,80,397082,258009,96498,18526,0,394647,378309,316087,2435,-1205,6208,3.45,3.25,0.1,51388,0.033568656,15291.035,0.006634517,26/06/09,1,
283,35353,2/2/2007,metropolitan savings bank,Pittsburgh,Allegheny,PA,2292,41360,307021614,233160128,10025164,2542547,13779471,282641867,188260793,181434211,24379747,-3856480,7022,3.15,4.56,0.97,46930,-0.028967515,14576.985,-0.021129838,2/2/2007,1,
284,16848,4/10/2007,miami valley bank,Lakeview,Logan,OH,175,2199,12779371,10764328,1487722,113663,22814,11821073,9653169,9438027,958298,649816,6978,3.26,3.61,0.16,46930,-0.028967515,14375.018,-0.013855197,4/10/2007,1,
285,34369,24/04/09,michigan heritage bank,Farmington Hills,Oakland,MI,4,43,163755,112143,20077,6633,0,160448,154903,149748,3307,-11249,6785,3.47,3.25,0.15,48303,0.029256339,14541.901,0.009680557,24/04/09,1,
286,19397,4/11/2011,"mid city bank, Inc.",Omaha,Douglas,NE,1,14,40657,27486,6702,844,0,40894,40664,39879,-237,-8993,6938,3.32,3.25,0.18,46930,-0.028967515,14355.558,-0.001353737, 4/11/11,1,
287,18117,14/05/10,midwest bank and trust company,Elmwood Park,Cook,IL,25,349,1599122,1099097,102778,37761,2479,1702712,1418445,1376005,-103590,-224160,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,14/05/10,1,
288,57667,2/7/2009,millennium state bank of texas,Dallas,Dallas,TX,7,121,896864,690888,146765,32380,3371,887041,830530,722474,9823,-244740,6297,3.55,3.25,0.07,51388,0.033568656,15021.149,0.002107734,2/7/2009,1,
289,57332,26/06/09,mirae bank,Los Angeles,Los Angeles,CA,11,166,970235,637672,109732,19606,64,963523,932809,895714,6712,-67100,6570,3.73,3.25,0.19,49719,0.029314949,14845.458,0.006749319,26/06/09,1,
290,19498,6/7/2012,montgomery bank & trust,Ailey,Montgomery,GA,1,29,221082,162968,13478,622,0,216550,193473,168968,4532,-16254,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,6/7/2012,1,
291,57593,24/06/11,mountain heritage bank,Clayton,Rabun,GA,3,25,255376,85892,7549,274,0,239471,234812,209702,15905,-4095,7080,3.31,5,2,46930,-0.028967515,14891.643,-0.004792641,24/06/11,1,
292,18659,31/07/09,mutual bank,Harvey,Cook,IL,16,200,840633,539819,108037,15496,4304,840396,780196,723250,236,-58356,6719,3.83,3.25,0.13,48303,0.029256339,14604.845,0.004328457,31/07/09,1,
293,19733,16/01/09,national bank of commerce,Berkeley,Cook,IL,18,345,1957120,1560241,252032,39720,1466,1822604,1733091,1610428,134516,2811,7022,3.15,5,1.81,46930,-0.028967515,14576.985,-0.021129838,16/01/09,1,
294,35285,26/06/09,neighborhood community bank,Newnan,Coweta,GA,3,17,94823,79206,15851,2735,200,94350,86861,83348,473,-17468,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,26/06/09,1,
295,32575,28/09/07,netbank,Alpharetta,Forsyth,GA,360,4729,25455112,16233255,1511264,482624,369876,24247557,20072099,16709224,914497,-1581019,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,28/09/07,1,
296,35418,8/4/2011,nevada commerce bank,Las Vegas,Clark,NV,7,59,354966,214117,19270,21312,33,359890,329541,299448,-4925,-35025,6570,3.73,3.25,0.19,49719,0.029314949,14845.458,0.006749319,8/4/2011,1,
297,57110,18/06/10,nevada security bank,Reno,Washoe,NV,11,41,161430,85748,9875,4087,0,159997,159628,157598,1433,-10781,6238,3.53,3.25,0.07,51388,0.033568656,15190.255,0.011257861,18/06/10,1,
298,34821,23/04/10,new century bank,Chicago,Cook,IL,1,15,44448,28956,6882,2136,0,45104,44828,34011,-656,-4836,6110,3.39,3.25,0.16,51388,0.033568656,15380.802,0.001196882,23/04/10,1,
299,57597,9/3/2012,new city bank,Chicago,Cook,IL,3,30,92980,61470,11169,2712,0,91849,90644,81056,1131,-15770,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,9/3/2012,1,
300,34881,10/4/2009,new frontier bank,Greeley,Weld,CO,1,32,164599,104301,18995,2338,0,159913,159673,138281,4686,-17864,6238,3.53,3.25,0.08,51388,0.033568656,15190.255,0.011257861,10/4/2009,1,
301,57705,15/04/11,new horizons bank,East Ellijay,Gilmer,GA,3,23,162872,135467,22448,1007,30,161157,144491,113816,1715,-22823,6208,3.45,3.25,0.07,51388,0.033568656,15291.035,0.006634517,15/04/11,1,
302,35586,14/05/10,new liberty bank,Plymouth,Wayne,MI,3,28,105029,72127,11407,4335,0,103471,102833,91969,1558,-13842,6208,3.45,3.25,0.1,51388,0.033568656,15291.035,0.006634517,14/05/10,1,
303,32276,18/12/09,new south federal savings bank,Irondale,Jefferson,AL,20,152,548570,417897,51159,10540,0,548889,515732,410752,-319,-49438,6297,3.55,3.25,0.1,51388,0.033568656,15021.149,0.002107734,18/12/09,1,
304,19794,15/04/11,nexity bank,Birmingham,Jefferson,AL,1,43,432712,274856,30806,3959,0,415384,375238,367996,17328,-23560,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,15/04/11,1,
305,35053,24/09/10,north county bank,Arlington,Snohomish,WA,4,42,169489,105219,19882,3719,0,169300,160024,146780,189,-19056,6110,3.39,3.25,0.16,51388,0.033568656,15380.802,0.001196882,24/09/10,1,
306,35242,4/2/2011,north georgia bank,Watkinsville,Oconee,GA,3,61,209848,144881,38681,4954,0,211022,209211,203786,-1174,-14074,6785,3.47,3.25,0.15,48303,0.029256339,14541.901,0.009680557,4/2/2011,1,
307,18776,30/10/09,north houston bank,Houston,Harris,TX,1,16,150751,108755,27648,3478,0,148067,140612,136754,2684,-14497,6238,3.53,3.25,0.08,51388,0.033568656,15190.255,0.011257861,30/10/09,1,
308,57658,30/07/10,northwest bank & trust,Acworth,Cobb,GA,2,18,259182,167603,78779,2471,400,280064,256578,232116,-20882,-87564,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,30/07/10,1,
309,27148,26/10/12,nova bank,Berwyn,Chester,PA,1,30,203690,150970,47670,174,0,202152,183985,169943,1538,-22538,6570,3.73,3.25,0.19,49719,0.029314949,14845.458,0.006749319,26/10/12,1,
310,26538,30/01/09,ocala national bank,Ocala,Marion,FL,1,16,26882,19108,1342,231,0,27757,27534,23707,-875,-6157,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,30/01/09,1,
311,57440,14/01/11,oglethorpe bank,Brunswick,Glynn,GA,1,2,6177,4757,957,39,0,5955,5803,5717,222,222,6570,3.73,3.25,0.18,49719,0.029314949,14845.458,0.006749319,14/01/11,1,
312,57537,21/10/11,old harbor bank,Clearwater,Pinellas,FL,1,8,12947,9038,866,0,0,13349,12984,12984,-402,-402,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,21/10/11,1,
313,58182,12/3/2010,old southern bank,Orlando,Orange,FL,1,18,111239,88681,10987,4796,0,111122,101884,90502,117,-11508,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,12/3/2010,1,
314,28864,16/07/10,olde cypress community bank,Clewiston,Hendry,FL,7,107,538091,274504,79874,9373,0,531118,524290,465552,6973,-28051,6297,3.55,3.25,0.1,51388,0.033568656,15021.149,0.002107734,16/07/10,1,
315,22238,27/03/09,omni national bank,Atlanta,Fulton,GA,11,107,377469,267583,67837,28276,0,372057,370016,346191,5412,-20906,6570,3.73,3.25,0.19,49719,0.029314949,14845.458,0.006749319,27/03/09,1,
316,58238,15/07/11,one georgia bank,Atlanta,Fulton,GA,10,209,1010075,639585,100755,35957,0,992108,917575,864028,17967,-57454,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,15/07/11,1,
317,22427,13/11/09,orion bank,Naples,Collier,FL,1,13,105950,60910,10636,4733,0,106257,105940,103994,-307,-13338,6938,3.32,3.25,0.18,46930,-0.028967515,14355.558,-0.001353737,13/11/09,1,
318,57914,13/11/09,pacific coast national bank,San Clemente,Orange,CA,1,12,70758,53954,9308,3559,196,68956,68323,65404,1802,-9985,6719,3.83,3.25,0.11,48303,0.029256339,14604.845,0.004328457,13/11/09,1,
319,30006,30/10/09,pacific national bank,San Francisco,San Francisco,CA,25,224,966778,818972,83863,14348,466,930729,768479,732185,36049,6939,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,30/10/09,1,
320,27090,20/08/10,pacific state bank,Stockton,San Joaquin,CA,4,44,186113,133229,28205,4032,0,182791,173670,154063,3322,-8056,6036,3.37,3.25,0.16,52726,0.026037207,15384.254,0.000224436,20/08/10,1,
321,23632,27/04/12,palm desert national bank,Palm Desert,Riverside,CA,2,26,83679,62164,4898,4090,0,83638,73001,69100,41,41,6110,3.39,3.25,0.13,52726,0.026037207,15380.802,0.001196882,27/04/12,1,
322,17599,13/08/10,palos bank and trust company,Palos Heights,Cook,IL,7,47,595318,407813,63318,4241,0,588249,531752,483963,7069,-42718,6570,3.73,3.25,0.18,48303,0.029256339,14845.458,0.006749319,13/08/10,1,
323,34673,10/12/2010,paramount bank,Farmington Hills,Oakland,MI,1,9,28159,19536,3398,442,0,27834,27801,24305,325,-1425,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,10/12/2010,1,
324,11677,30/10/09,park national bank,Chicago,Cook,IL,23,482,2839747,2416580,181762,26888,7176,2682296,2254025,1994168,157451,-399872,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,30/10/09,1,
325,57959,23/10/09,partners bank,Naples,Collier,FL,2,35,125362,86847,11726,442,99,119924,119601,105226,5438,1031,7219,3.35,7.74,4.76,48330,0.007147769,14991.784,0.003569108,23/10/09,1,
326,34823,27/01/12,patriot bank minnesota,Forest Lake,Washington,MN,2,16,64344,38158,4768,4832,273,62854,52720,51626,1490,-18873,6570,3.73,3.25,0.19,49719,0.029314949,14845.458,0.006749319,27/01/12,1,
327,58273,2/9/2011,patriot bank of georgia,Cumming,Forsyth,GA,2,35,126622,89717,23598,2664,0,123939,122880,114190,2683,739,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,2/9/2011,1,
328,26563,25/06/10,peninsula bank,Englewood,Charlotte,FL,1,14,110094,78955,21433,4125,0,109701,102386,100846,393,-9994,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,25/06/10,1,
329,32288,31/07/09,peoples community bank,West Chester,Butler,OH,12,146,4046888,2483727,298715,4970,3867,3896981,2822300,2792986,149907,-3171,6719,3.83,3.25,0.11,48303,0.029256339,14604.845,0.004328457,31/07/09,1,
330,32167,18/12/09,peoples first community bank,Panama City,Bay,FL,8,71,438560,184911,15940,5338,23304,421853,393635,386081,16707,-31251,6855,3.37,3.25,0.21,46930,-0.028967515,14402.477,0.003268351,18/12/09,1,
331,14939,11/2/2011,peoples state bank,Hamtramck,Wayne,MI,1,12,61215,52217,5750,169,0,61661,58288,54936,-446,-8643,6570,3.73,3.25,0.18,48303,0.029256339,14845.458,0.006749319,11/2/2011,1,
332,10888,23/04/10,peotone bank and trust company,Peotone,Will,IL,4,75,256371,166607,59043,4615,0,240660,215287,189589,15711,-4499,6978,3.26,3.61,0.16,46930,-0.028967515,14375.018,-0.013855197,23/04/10,1,
333,28344,21/11/08,pff bank & trust,Pomona,Los Angeles,CA,38,700,3715433,3311711,656118,56774,1585,3545544,2393845,2193789,169889,-19179,6978,3.26,3.61,0.16,46930,-0.028967515,14375.018,-0.013855197,21/11/08,1,
334,57256,14/10/11,piedmont community bank,Gray,Jones,GA,2,27,153172,97927,28532,2079,0,152632,139672,135999,540,-11561,6402,3.56,3.25,0.16,49719,0.029314949,14881.301,-0.003862373,14/10/11,1,
335,34411,5/11/2010,pierce commercial bank,Tacoma,Pierce,WA,2,18,37142,22972,3239,1797,0,36362,29568,26182,780,-3470,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,5/11/2010,1,
336,57735,21/05/10,pinehurst bank,Saint Paul,Ramsey,MN,4,52,281564,207797,38910,1002,0,287575,286040,280367,-6011,-25761,6938,3.32,3.25,0.18,46930,-0.028967515,14355.558,-0.001353737,21/05/10,1,
337,57342,13/02/09,pinnacle bank of oregon,Beaverton,Washington,OR,4,50,137175,98601,8642,4096,0,134351,131117,114201,2824,-2243,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,13/02/09,1,
338,32503,27/04/12,plantation federal bank,Pawleys Island,Georgetown,SC,6,185,2230230,1772280,313862,36325,1055,2085447,1960123,1784319,144783,3882,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,27/04/12,1,
339,35030,4/9/2009,platinum community bank,Rolling Meadows,Cook,IL,8,92,492418,376105,32852,3669,0,462786,402820,380737,29632,-3658,6938,3.32,3.25,0.15,46930,-0.028967515,14355.558,-0.001353737,4/9/2009,1,
340,14194,18/11/11,polk county bank,Johnston,Polk,IA,3,62,190891,137741,14653,4113,81,192238,171627,156379,-1347,-1347,6110,3.39,3.25,0.13,52726,0.026037207,15380.802,0.001196882,18/11/11,1,
341,57147,22/01/10,premier american bank,Miami,Miami-Dade,FL,1,10,20128,14626,1540,1094,0,20399,20335,17534,-272,-2938,6719,3.83,3.25,0.13,48303,0.029256339,14604.845,0.004328457,22/01/10,1,
342,35419,23/03/12,premier bank,Wilmette,Cook,IL,2,25,52347,29670,4120,1095,0,51343,50801,44182,1004,-3246,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,23/03/12,1,
343,34016,15/10/10,premier bank,Jefferson City,Cole,MO,1,23,441694,345247,179900,549,0,452680,448917,444275,-10986,-52939,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,15/10/10,1,
344,58343,16/12/11,premier community bank of the emerald coast,Crestview,Okaloosa,FL,2,18,124561,59202,12896,2982,0,129843,108931,98789,-5282,-25336,6036,3.37,3.25,0.16,52726,0.026037207,15384.254,0.000224436,16/12/11,1,
345,32251,22/10/10,progress bank of florida,Tampa,Hillsborough,FL,8,275,2082684,1877629,364259,3747,0,1962402,1664450,1227473,120282,-24415,6719,3.83,3.25,0.13,48303,0.029256339,14604.845,0.004328457,22/10/10,1,
346,35074,6/11/2009,prosperan bank,Oakdale,Washington,MN,2,17,148575,111733,18719,7254,0,145226,133561,128525,3349,-23507,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,6/11/2009,1,
347,34130,18/08/11,public savings bank,Huntingdon Valley,Montgomery,PA,7,67,225035,150495,12148,4821,0,223748,207621,186771,1287,-23523,6297,3.55,3.25,0.07,51388,0.033568656,15021.149,0.002107734,18/08/11,1,
348,27405,15/06/12,putnam state bank,Palatka,Putnam,FL,2,26,160763,92475,14076,5944,0,159618,155531,145347,1145,-13546,6570,3.73,3.25,0.19,49719,0.029314949,14845.458,0.006749319,15/06/12,1,
349,38129,26/02/10,rainier pacific bank,Tacoma,Pierce,WA,13,138,630179,371114,162762,7701,0,632268,580140,564009,-2089,-39473,6570,3.73,3.25,0.18,48303,0.029256339,14845.458,0.006749319,26/02/10,1,
350,34231,6/8/2010,ravenswood bank,Chicago,Cook,IL,2,27,168820,112386,38435,8012,0,167875,160718,157567,945,-17961,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,6/8/2010,1,
351,22846,11/12/2009,"republic federal bank, N.A.",Miami,Miami-Dade,FL,15,125,523673,358398,50395,25877,0,526268,422708,383860,-2595,-41568,6978,3.26,3.25,0.22,46930,-0.028967515,14375.018,-0.013855197, 11/12/09,1,
352,32185,30/04/10,r-g premier bank of puerto rico,Hato Rey,San Juan,PR,20,267,923959,491172,52579,27061,3447,905526,869440,700689,18433,-52595,6036,3.37,3.25,0.16,52726,0.026037207,15384.254,0.000224436,30/04/10,1,
353,34563,13/02/09,riverside bank of the gulf coast,Cape Coral,Lee,FL,1,31,201222,123541,12167,5858,0,193919,189398,186047,7303,-10930,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,13/02/09,1,
354,24067,16/04/10,riverside national bank of florida,Fort Pierce,Saint Lucie,FL,12,206,889172,573132,74789,26479,8,870116,832160,689931,19056,-17294,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,16/04/10,1,
355,57525,23/10/09,riverview community bank,Otsego,Wright,MN,3,25,191852,137205,19284,1152,0,189803,188099,178276,2049,-23809,6238,3.53,3.25,0.07,51388,0.033568656,15190.255,0.011257861,23/10/09,1,
356,15302,2/7/2009,rock river bank,Oregon,Ogle,IL,5,119,377779,269608,57228,10943,0,372131,339597,315973,5648,-23383,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,2/7/2009,1,
